Dataset	Sample	SampleCode	Z_Africa1	Z_Africa2	Z_CentralAsia	Z_CentralEurope	Z_EastAsia	Z_FarEastAsia	Z_India	Z_NativeAmerica	Z_Scandinavia	Z_SouthEastAsia	Z_SouthEurope	Z_UK	Code
TSI	NA20518	NA20518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14634146341463414	0.2073170731707317	0.0	0.4390243902439024	0.2073170731707317	1
CHB	NA18546	NA18546	0.0	0.0	0.0	0.0	0.6276595744680851	0.19148936170212763	0.0	0.0	0.0	0.18085106382978725	0.0	0.0	4
CEU	NA10847	NA10847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28205128205128205	0.0	0.47435897435897434	0.24358974358974358	1
MSL	HG03063	HG03063	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02601	HG02601	0.0	0.0	0.24242424242424246	0.0	0.0	0.0	0.4545454545454546	0.0	0.0	0.0	0.15151515151515155	0.15151515151515155	4
JPT	NA18942	NA18942	0.0	0.0	0.0	0.0	0.52	0.48	0.0	0.0	0.0	0.0	0.0	0.0	4
FIN	HG00190	HG00190	0.0	0.0	0.0	0.1466666666666667	0.0	0.0	0.0	0.0	0.4	0.0	0.32000000000000006	0.13333333333333336	1
ITU	HG03729	HG03729	0.0	0.0	0.28	0.0	0.16000000000000003	0.0	0.4133333333333334	0.0	0.1466666666666667	0.0	0.0	0.0	4
PJL	HG02688	HG02688	0.0	0.0	0.4230769230769231	0.0	0.0	0.0	0.5769230769230769	0.0	0.0	0.0	0.0	0.0	4
GBR	HG00100	HG00100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1
YRI	NA18520	NA18520	0.34883720930232553	0.6511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GIH	NA20872	NA20872	0.0	0.0	0.3272727272727272	0.0	0.0	0.0	0.45454545454545453	0.0	0.0	0.0	0.21818181818181814	0.0	4
ACB	HG01880	HG01880	0.2807017543859649	0.47368421052631576	0.0	0.0	0.0	0.0	0.24561403508771928	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20507	NA20507	0.0	0.0	0.11764705882352942	0.0	0.0	0.0	0.0	0.1647058823529412	0.15294117647058825	0.0	0.4235294117647059	0.1411764705882353	1
STU	HG03689	HG03689	0.0	0.0	0.4098360655737705	0.0	0.0	0.0	0.5901639344262295	0.0	0.0	0.0	0.0	0.0	4
MSL	HG03380	HG03380	0.34831460674157305	0.651685393258427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00114	HG00114	0.0	0.0	0.0	0.18823529411764706	0.0	0.0	0.0	0.0	0.30588235294117644	0.0	0.30588235294117644	0.19999999999999998	1
CHS	HG00436	HG00436	0.0	0.0	0.0	0.0	0.5913978494623656	0.2258064516129032	0.0	0.0	0.0	0.1827956989247312	0.0	0.0	4
GWD	HG02464	HG02464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
IBS	HG01536	HG01536	0.0	0.0	0.0	0.14102564102564102	0.0	0.0	0.0	0.0	0.25641025641025644	0.0	0.4230769230769231	0.1794871794871795	1
GIH	NA20870	NA20870	0.0	0.0	0.21052631578947367	0.0	0.0	0.0	0.35526315789473684	0.0	0.13157894736842105	0.0	0.17105263157894737	0.13157894736842105	4
CDX	HG01804	HG01804	0.0	0.0	0.0	0.0	0.5842696629213483	0.15730337078651688	0.0	0.0	0.0	0.25842696629213485	0.0	0.0	4
GBR	HG00112	HG00112	0.0	0.0	0.0	0.12658227848101267	0.0	0.0	0.0	0.0	0.22784810126582278	0.0	0.4430379746835443	0.20253164556962025	1
CEU	NA07357	NA07357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2876712328767123	0.0	0.4931506849315068	0.21917808219178084	1
YRI	NA18522	NA18522	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GWD	HG02562	HG02562	0.45	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03069	HG03069	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03439	HG03439	0.3111111111111111	0.6888888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
JPT	NA18945	NA18945	0.0	0.0	0.0	0.0	0.54	0.46	0.0	0.0	0.0	0.0	0.0	0.0	4
ACB	HG01986	HG01986	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02938	HG02938	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20503	NA20503	0.0	0.0	0.0	0.12643678160919541	0.0	0.0	0.0	0.1149425287356322	0.28735632183908044	0.0	0.3448275862068965	0.12643678160919541	1
GWD	HG02465	HG02465	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ITU	HG03779	HG03779	0.0	0.0	0.29310344827586204	0.0	0.22413793103448273	0.0	0.48275862068965514	0.0	0.0	0.0	0.0	0.0	4
CHS	HG00403	HG00403	0.0	0.0	0.0	0.0	0.5531914893617021	0.2553191489361702	0.0	0.0	0.0	0.19148936170212766	0.0	0.0	4
CHB	NA18542	NA18542	0.0	0.0	0.0	0.0	0.5842696629213483	0.23595505617977527	0.0	0.0	0.0	0.1797752808988764	0.0	0.0	4
LWK	NA19026	NA19026	0.369047619047619	0.6309523809523809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
JPT	NA18957	NA18957	0.0	0.0	0.0	0.0	0.5384615384615384	0.31868131868131866	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	4
IBS	HG01530	HG01530	0.0	0.0	0.12820512820512822	0.0	0.0	0.0	0.0	0.0	0.1923076923076923	0.0	0.47435897435897434	0.20512820512820512	1
STU	HG03646	HG03646	0.0	0.0	0.3859649122807018	0.0	0.0	0.0	0.6140350877192983	0.0	0.0	0.0	0.0	0.0	4
MSL	HG03391	HG03391	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19917	NA19917	0.3536585365853658	0.6463414634146342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
BEB	HG03905	HG03905	0.0	0.0	0.265625	0.0	0.0	0.0	0.40625	0.0	0.171875	0.0	0.15625	0.0	4
GWD	HG02561	HG02561	0.2	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03084	HG03084	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00472	HG00472	0.0	0.0	0.0	0.0	0.5483870967741936	0.22580645161290322	0.0	0.0	0.0	0.22580645161290322	0.0	0.0	4
GBR	HG00121	HG00121	0.0	0.0	0.0	0.1149425287356322	0.0	0.0	0.0	0.0	0.27586206896551724	0.0	0.42528735632183906	0.1839080459770115	1
CHB	NA18549	NA18549	0.0	0.0	0.0	0.0	0.5161290322580645	0.23655913978494625	0.0	0.0	0.0	0.24731182795698928	0.0	0.0	4
ASW	NA19921	NA19921	0.30434782608695654	0.5507246376811594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1449275362318841	0.0	2
FIN	HG00183	HG00183	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	1
STU	HG03692	HG03692	0.0	0.0	0.2985074626865672	0.0	0.22388059701492538	0.0	0.4776119402985075	0.0	0.0	0.0	0.0	0.0	4
GWD	HG02582	HG02582	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02922	HG02922	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ITU	HG03775	HG03775	0.0	0.0	0.326530612244898	0.0	0.0	0.0	0.6734693877551021	0.0	0.0	0.0	0.0	0.0	4
ACB	HG02012	HG02012	0.3783783783783784	0.6216216216216216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03088	HG03088	0.37078651685393255	0.6292134831460674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01599	HG01599	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.73	0.0	0.0	4
CDX	HG01031	HG01031	0.0	0.0	0.0	0.0	0.532608695652174	0.1956521739130435	0.0	0.0	0.0	0.27173913043478265	0.0	0.0	4
GIH	NA20868	NA20868	0.0	0.0	0.3442622950819672	0.0	0.0	0.0	0.6557377049180328	0.0	0.0	0.0	0.0	0.0	4
ASW	NA19835	NA19835	0.3108108108108108	0.5405405405405406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14864864864864866	0.0	2
GBR	HG00106	HG00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15217391304347827	0.0	0.5434782608695652	0.30434782608695654	1
YRI	NA18498	NA18498	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03401	HG03401	0.32183908045977017	0.6781609195402298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03687	HG03687	0.0	0.0	0.380952380952381	0.0	0.15873015873015878	0.0	0.46031746031746035	0.0	0.0	0.0	0.0	0.0	4
CHB	NA18553	NA18553	0.0	0.0	0.0	0.0	0.5913978494623657	0.21505376344086025	0.0	0.0	0.0	0.1935483870967742	0.0	0.0	4
GWD	HG02589	HG02589	0.36046511627906974	0.6395348837209303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CEU	NA10851	NA10851	0.0	0.0	0.0	0.15476190476190477	0.0	0.0	0.0	0.0	0.30952380952380953	0.0	0.36904761904761907	0.16666666666666669	1
CHS	HG00422	HG00422	0.0	0.0	0.0	0.0	0.5425531914893618	0.2446808510638298	0.0	0.0	0.0	0.21276595744680854	0.0	0.0	4
MSL	HG03078	HG03078	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
JPT	NA18951	NA18951	0.0	0.0	0.0	0.0	0.5483870967741935	0.3225806451612903	0.0	0.0	0.0	0.12903225806451613	0.0	0.0	4
PJL	HG02652	HG02652	0.0	0.0	0.46	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	4
PJL	HG02493	HG02493	0.0	0.0	0.2807017543859649	0.0	0.0	0.0	0.47368421052631576	0.0	0.0	0.0	0.24561403508771928	0.0	4
LWK	NA19042	NA19042	0.37974683544303794	0.620253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ITU	HG03742	HG03742	0.0	0.0	0.32812500000000006	0.0	0.18750000000000003	0.0	0.48437500000000006	0.0	0.0	0.0	0.0	0.0	4
ITU	HG03771	HG03771	0.0	0.0	0.42592592592592593	0.0	0.0	0.0	0.5740740740740741	0.0	0.0	0.0	0.0	0.0	4
BEB	HG03926	HG03926	0.0	0.0	0.1948051948051948	0.0	0.16883116883116883	0.12987012987012989	0.36363636363636365	0.0	0.0	0.0	0.14285714285714285	0.0	4
ACB	HG01988	HG01988	0.18666666666666665	0.3999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.18666666666666665	0.0	0.22666666666666666	0.0	2
BEB	HG03937	HG03937	0.0	0.0	0.3064516129032258	0.0	0.22580645161290325	0.0	0.46774193548387094	0.0	0.0	0.0	0.0	0.0	4
YRI	NA18864	NA18864	0.3522727272727273	0.6477272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20513	NA20513	0.0	0.0	0.0	0.13953488372093023	0.0	0.0	0.0	0.12790697674418605	0.1744186046511628	0.0	0.39534883720930236	0.16279069767441862	1
IBS	HG01528	HG01528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16216216216216214	0.16216216216216214	0.0	0.45945945945945943	0.2162162162162162	1
ESN	HG03105	HG03105	0.36046511627906974	0.6395348837209303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03679	HG03679	0.0	0.0	0.34693877551020413	0.0	0.0	0.0	0.653061224489796	0.0	0.0	0.0	0.0	0.0	4
PJL	HG02682	HG02682	0.0	0.0	0.2753623188405797	0.0	0.0	0.0	0.34782608695652173	0.0	0.0	0.0	0.2173913043478261	0.15942028985507248	4
KHV	HG01597	HG01597	0.0	0.0	0.0	0.0	0.5054945054945055	0.21978021978021978	0.0	0.0	0.0	0.2747252747252747	0.0	0.0	4
ACB	HG01889	HG01889	0.34567901234567905	0.654320987654321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02953	HG02953	0.32183908045977017	0.6781609195402298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02947	HG02947	0.36046511627906974	0.6395348837209303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19922	NA19922	0.29577464788732394	0.5633802816901409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14084507042253522	0.0	2
FIN	HG00179	HG00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.14285714285714288	1
YRI	NA18519	NA18519	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03055	HG03055	0.3522727272727273	0.6477272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00187	HG00187	0.0	0.0	0.0	0.19148936170212766	0.0	0.0	0.0	0.0	0.8085106382978724	0.0	0.0	0.0	1
TSI	NA20520	NA20520	0.0	0.0	0.15116279069767444	0.0	0.0	0.0	0.0	0.13953488372093023	0.19767441860465118	0.0	0.38372093023255816	0.12790697674418605	1
JPT	NA18940	NA18940	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4
YRI	NA18517	NA18517	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG01890	HG01890	0.36000000000000004	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03680	HG03680	0.0	0.0	0.3666666666666667	0.0	0.0	0.0	0.46666666666666673	0.0	0.0	0.0	0.16666666666666669	0.0	4
ACB	HG01914	HG01914	0.3580246913580246	0.6419753086419753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02941	HG02941	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG01989	HG01989	0.35135135135135137	0.6486486486486487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03410	HG03410	0.36781609195402293	0.632183908045977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG02010	HG02010	0.3424657534246575	0.6575342465753424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03212	HG03212	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHB	NA18533	NA18533	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.33	0.0	0.0	4
CHS	HG00451	HG00451	0.0	0.0	0.0	0.0	0.5591397849462366	0.20430107526881722	0.0	0.0	0.0	0.23655913978494625	0.0	0.0	4
LWK	NA19037	NA19037	0.3780487804878048	0.6219512195121951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00178	HG00178	0.0	0.0	0.0	0.12244897959183673	0.0	0.0	0.0	0.0	0.5408163265306123	0.0	0.33673469387755106	0.0	1
MSL	HG03066	HG03066	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03378	HG03378	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00266	HG00266	0.0	0.0	0.0	0.12987012987012989	0.0	0.0	0.0	0.12987012987012989	0.40259740259740256	0.0	0.33766233766233766	0.0	1
FIN	HG00274	HG00274	0.0	0.0	0.0	0.17721518987341772	0.0	0.0	0.0	0.0	0.4050632911392405	0.0	0.25316455696202533	0.16455696202531644	1
BEB	HG03913	HG03913	0.0	0.0	0.3285714285714286	0.0	0.20000000000000004	0.0	0.4714285714285715	0.0	0.0	0.0	0.0	0.0	4
GWD	HG02568	HG02568	0.49	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CEU	NA07000	NA07000	0.0	0.0	0.0	0.13793103448275862	0.0	0.0	0.0	0.1149425287356322	0.2298850574712644	0.0	0.39080459770114945	0.12643678160919541	1
CHB	NA18538	NA18538	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4
GBR	HG00103	HG00103	0.0	0.0	0.10204081632653061	0.0	0.0	0.0	0.0	0.0	0.28571428571428575	0.0	0.35714285714285715	0.25510204081632654	1
PJL	HG02660	HG02660	0.0	0.0	0.29508196721311475	0.0	0.0	0.0	0.4426229508196722	0.0	0.0	0.0	0.26229508196721313	0.0	4
TSI	NA20521	NA20521	0.0	0.0	0.0	0.12941176470588237	0.0	0.0	0.0	0.12941176470588237	0.12941176470588237	0.0	0.4235294117647059	0.18823529411764706	1
CEU	NA07051	NA07051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31506849315068497	0.0	0.4383561643835617	0.2465753424657534	1
JPT	NA18956	NA18956	0.0	0.0	0.0	0.0	0.5894736842105264	0.28421052631578947	0.0	0.0	0.0	0.1263157894736842	0.0	0.0	4
MSL	HG03074	HG03074	0.35955056179775285	0.6404494382022472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01848	HG01848	0.0	0.0	0.0	0.0	0.5268817204301075	0.1827956989247312	0.0	0.0	0.0	0.2903225806451613	0.0	0.0	4
GIH	NA20867	NA20867	0.0	0.0	0.35	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	4
IBS	HG01521	HG01521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1
KHV	HG01844	HG01844	0.0	0.0	0.0	0.0	0.5217391304347826	0.2391304347826087	0.0	0.0	0.0	0.2391304347826087	0.0	0.0	4
LWK	NA19312	NA19312	0.3720930232558139	0.627906976744186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02943	HG02943	0.36046511627906974	0.6395348837209303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02648	HG02648	0.0	0.0	0.26153846153846155	0.0	0.0	0.0	0.3846153846153846	0.15384615384615385	0.2	0.0	0.0	0.0	4
ITU	HG03713	HG03713	0.0	0.0	0.3278688524590164	0.0	0.0	0.0	0.4918032786885246	0.0	0.0	0.0	0.18032786885245902	0.0	4
IBS	HG01537	HG01537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14634146341463414	0.21951219512195122	0.0	0.475609756097561	0.15853658536585366	1
BEB	HG03908	HG03908	0.0	0.0	0.3230769230769231	0.0	0.20000000000000004	0.0	0.476923076923077	0.0	0.0	0.0	0.0	0.0	4
MSL	HG03058	HG03058	0.37499999999999994	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01840	HG01840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4
GBR	HG00107	HG00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24742268041237114	0.0	0.4123711340206186	0.3402061855670103	1
LWK	NA19038	NA19038	0.3452380952380952	0.6547619047619048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00102	HG00102	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.2272727272727273	0.0	0.3522727272727273	0.29545454545454547	1
MSL	HG03428	HG03428	0.3448275862068966	0.6551724137931034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
