Dataset	Sample	SampleCode	Z_Africa1	Z_Africa2	Z_CentralAsia	Z_CentralEurope	Z_EastAsia	Z_FarEastAsia	Z_India	Z_NativeAmerica	Z_Scandinavia	Z_SouthEastAsia	Z_SouthEurope	Z_UK	Code
CHS	HG00445	HG00445	0.0	0.0	0.0	0.0	0.4725274725274725	0.3516483516483516	0.0	0.0	0.0	0.1758241758241758	0.0	0.0	4
MSL	HG03078	HG03078	0.4752475247524752	0.38613861386138615	0.0	0.0	0.0	0.0	0.0	0.13861386138613863	0.0	0.0	0.0	0.0	2
MSL	HG03376	HG03376	0.2777777777777778	0.5888888888888889	0.0	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.0	0.0	2
GIH	NA20863	NA20863	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4
CDX	HG00982	HG00982	0.0	0.0	0.0	0.0	0.4285714285714286	0.32967032967032966	0.0	0.0	0.0	0.2417582417582418	0.0	0.0	4
ITU	HG03773	HG03773	0.0	0.0	0.17500000000000002	0.0	0.15	0.0	0.675	0.0	0.0	0.0	0.0	0.0	4
GWD	HG02465	HG02465	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG01046	HG01046	0.0	0.0	0.0	0.0	0.6444444444444444	0.22222222222222224	0.13333333333333333	0.0	0.0	0.0	0.0	0.0	4
CHS	HG00443	HG00443	0.0	0.2967032967032967	0.0	0.0	0.34065934065934067	0.0	0.0	0.0	0.0	0.10989010989010989	0.0	0.25274725274725274	4
STU	HG03687	HG03687	0.0	0.0	0.0	0.0	0.32098765432098764	0.0	0.3333333333333333	0.0	0.34567901234567905	0.0	0.0	0.0	4
MSL	HG03380	HG03380	0.5342465753424658	0.4657534246575343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG01882	HG01882	0.26666666666666666	0.7333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00452	HG00452	0.0	0.0	0.0	0.0	0.40697674418604657	0.3837209302325582	0.0	0.0	0.0	0.0	0.20930232558139536	0.0	4
LWK	NA19312	NA19312	0.29896907216494845	0.4536082474226804	0.0	0.0	0.0	0.0	0.0	0.10309278350515465	0.1443298969072165	0.0	0.0	0.0	2
PJL	HG02690	HG02690	0.19753086419753085	0.0	0.3333333333333333	0.13580246913580246	0.0	0.0	0.0	0.12345679012345678	0.20987654320987653	0.0	0.0	0.0	4
CHB	NA18550	NA18550	0.0	0.0	0.0	0.0	0.5747126436781609	0.1954022988505747	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	4
GWD	HG02589	HG02589	0.32183908045977017	0.6781609195402298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00116	HG00116	0.0	0.0	0.0	0.27710843373493976	0.0	0.0	0.0	0.0	0.0	0.0	0.5542168674698795	0.1686746987951807	1
ASW	NA19922	NA19922	0.12987012987012989	0.4935064935064935	0.0	0.12987012987012989	0.0	0.0	0.0	0.0	0.24675324675324675	0.0	0.0	0.0	2
IBS	HG01503	HG01503	0.0	0.0	0.0	0.13265306122448978	0.0	0.0	0.0	0.26530612244897955	0.14285714285714285	0.0	0.2959183673469387	0.16326530612244897	1
ACB	HG01879	HG01879	0.1956521739130435	0.31521739130434784	0.0	0.11956521739130435	0.0	0.0	0.0	0.16304347826086957	0.2065217391304348	0.0	0.0	0.0	2
KHV	HG01841	HG01841	0.0	0.12195121951219512	0.0	0.0	0.4878048780487805	0.18292682926829265	0.0	0.0	0.0	0.2073170731707317	0.0	0.0	4
ASW	NA19913	NA19913	0.32608695652173914	0.1847826086956522	0.0	0.14130434782608697	0.0	0.14130434782608697	0.0	0.0	0.0	0.0	0.2065217391304348	0.0	2
ASW	NA19834	NA19834	0.20224719101123595	0.6741573033707865	0.0	0.0	0.0	0.0	0.0	0.0	0.12359550561797752	0.0	0.0	0.0	2
CHB	NA18535	NA18535	0.0	0.0	0.0	0.0	0.6666666666666666	0.1616161616161616	0.0	0.0	0.0	0.1717171717171717	0.0	0.0	4
ACB	HG01988	HG01988	0.0	0.36904761904761907	0.0	0.0	0.0	0.0	0.13095238095238096	0.11904761904761905	0.0	0.0	0.25	0.13095238095238096	2
MSL	HG03063	HG03063	0.4069767441860465	0.5930232558139535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01842	HG01842	0.0	0.19047619047619047	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.23809523809523808	0.0	0.0	4
IBS	HG01501	HG01501	0.0	0.0	0.15	0.0	0.0	0.0	0.17	0.0	0.1	0.0	0.47	0.11	1
MSL	HG03055	HG03055	0.23232323232323235	0.6060606060606061	0.0	0.0	0.0	0.0	0.16161616161616163	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19908	NA19908	0.0	0.2631578947368421	0.0	0.17105263157894737	0.0	0.0	0.0	0.0	0.1842105263157895	0.0	0.381578947368421	0.0	2
CEU	NA06984	NA06984	0.0	0.0	0.0	0.0	0.0	0.14583333333333334	0.0	0.0	0.3645833333333333	0.0	0.21875	0.27083333333333337	1
CEU	NA07000	NA07000	0.0	0.0	0.0	0.0	0.0	0.12987012987012989	0.0	0.0	0.0	0.0	0.6103896103896104	0.25974025974025977	1
TSI	NA20505	NA20505	0.14814814814814814	0.0	0.0	0.13580246913580246	0.0	0.0	0.0	0.0	0.24691358024691357	0.0	0.4691358024691358	0.0	1
IBS	HG01515	HG01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17525773195876287	0.0	0.0	0.8247422680412371	0.0	1
KHV	HG01851	HG01851	0.0	0.0	0.0	0.0	0.6951219512195121	0.3048780487804878	0.0	0.0	0.0	0.0	0.0	0.0	4
MSL	HG03066	HG03066	0.19999999999999998	0.6947368421052631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526315789473684	0.0	0.0	2
ACB	HG01914	HG01914	0.43023255813953487	0.5697674418604651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03388	HG03388	0.5294117647058824	0.47058823529411764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00436	HG00436	0.0	0.0	0.0	0.0	0.5869565217391305	0.2717391304347826	0.0	0.0	0.0	0.14130434782608695	0.0	0.0	4
PJL	HG02657	HG02657	0.0	0.0	0.20895522388059704	0.0	0.3582089552238806	0.0	0.20895522388059704	0.22388059701492535	0.0	0.0	0.0	0.0	4
IBS	HG01527	HG01527	0.0	0.1443298969072165	0.0	0.18556701030927836	0.0	0.0	0.0	0.15463917525773196	0.288659793814433	0.0	0.2268041237113402	0.0	1
CDX	HG01799	HG01799	0.0	0.0	0.0	0.1566265060240964	0.8433734939759036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4
JPT	NA18941	NA18941	0.0	0.0	0.0	0.0	0.36	0.64	0.0	0.0	0.0	0.0	0.0	0.0	4
CDX	HG00766	HG00766	0.0	0.0	0.0	0.0	0.6746987951807228	0.0	0.0	0.12048192771084337	0.0	0.20481927710843373	0.0	0.0	4
MSL	HG03091	HG03091	0.43010752688172044	0.5698924731182796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00099	HG00099	0.0	0.0	0.18947368421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4736842105263158	0.33684210526315794	1
MSL	HG03224	HG03224	0.2967032967032967	0.7032967032967032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03437	HG03437	0.3614457831325301	0.45783132530120485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18072289156626506	2
BEB	HG03911	HG03911	0.0	0.15116279069767444	0.29069767441860467	0.0	0.0	0.0	0.5581395348837209	0.0	0.0	0.0	0.0	0.0	4
CHB	NA18548	NA18548	0.0	0.0	0.0	0.0	0.3402061855670103	0.32989690721649484	0.0	0.0	0.0	0.32989690721649484	0.0	0.0	4
IBS	HG01510	HG01510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18666666666666668	0.0	0.5733333333333334	0.24	1
ITU	HG03717	HG03717	0.0	0.23404255319148934	0.19148936170212763	0.0	0.18085106382978725	0.0	0.2553191489361702	0.13829787234042554	0.0	0.0	0.0	0.0	4
LWK	NA19035	NA19035	0.3655913978494624	0.47311827956989244	0.0	0.0	0.0	0.0	0.0	0.16129032258064516	0.0	0.0	0.0	0.0	2
STU	HG03645	HG03645	0.0	0.2692307692307692	0.16666666666666666	0.0	0.0	0.0	0.30769230769230765	0.25641025641025644	0.0	0.0	0.0	0.0	4
BEB	HG04134	HG04134	0.0	0.0	0.0	0.0	0.0	0.0	0.7042253521126761	0.29577464788732394	0.0	0.0	0.0	0.0	4
CDX	HG00851	HG00851	0.0	0.0	0.0	0.0	0.7045454545454546	0.29545454545454547	0.0	0.0	0.0	0.0	0.0	0.0	4
BEB	HG03937	HG03937	0.0	0.0	0.0	0.0	0.44117647058823534	0.0	0.5588235294117647	0.0	0.0	0.0	0.0	0.0	4
GWD	HG02614	HG02614	0.42424242424242425	0.47474747474747475	0.0	0.0	0.0	0.0	0.0	0.10101010101010102	0.0	0.0	0.0	0.0	2
ESN	HG02943	HG02943	0.25	0.6458333333333334	0.0	0.0	0.0	0.0	0.10416666666666667	0.0	0.0	0.0	0.0	0.0	2
IBS	HG01602	HG01602	0.0	0.1290322580645161	0.0	0.0	0.0	0.0	0.0	0.0	0.17204301075268816	0.0	0.3440860215053763	0.3548387096774193	1
ASW	NA19900	NA19900	0.0	0.30107526881720437	0.0	0.11827956989247312	0.0	0.0	0.0	0.0	0.15053763440860218	0.0	0.22580645161290322	0.20430107526881722	2
JPT	NA18944	NA18944	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4
JPT	NA18952	NA18952	0.0	0.0	0.0	0.11702127659574468	0.3723404255319149	0.4042553191489362	0.0	0.0	0.0	0.10638297872340427	0.0	0.0	4
ASW	NA19917	NA19917	0.3978494623655914	0.47311827956989244	0.0	0.0	0.0	0.0	0.0	0.12903225806451613	0.0	0.0	0.0	0.0	2
CDX	HG00881	HG00881	0.0	0.0	0.0	0.0	0.7411764705882353	0.25882352941176473	0.0	0.0	0.0	0.0	0.0	0.0	4
GIH	NA20846	NA20846	0.0	0.0	0.24358974358974358	0.0	0.0	0.0	0.34615384615384615	0.16666666666666666	0.24358974358974358	0.0	0.0	0.0	4
GWD	HG02461	HG02461	0.14583333333333334	0.8541666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03052	HG03052	0.4069767441860465	0.5930232558139535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00409	HG00409	0.0	0.0	0.0	0.0	0.8478260869565217	0.0	0.0	0.0	0.0	0.15217391304347827	0.0	0.0	4
CHB	NA18545	NA18545	0.0	0.0	0.0	0.0	0.7972972972972973	0.2027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	4
CHB	NA18546	NA18546	0.0	0.0	0.0	0.0	0.4897959183673469	0.25510204081632654	0.0	0.0	0.0	0.25510204081632654	0.0	0.0	4
JPT	NA18939	NA18939	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4
ACB	HG01989	HG01989	0.23	0.64	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19625	NA19625	0.45833333333333337	0.5416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03685	HG03685	0.0	0.0	0.25333333333333335	0.14666666666666667	0.0	0.0	0.13333333333333333	0.0	0.29333333333333333	0.17333333333333334	0.0	0.0	4
YRI	NA18864	NA18864	0.422680412371134	0.4639175257731959	0.0	0.0	0.0	0.0	0.1134020618556701	0.0	0.0	0.0	0.0	0.0	2
LWK	NA19025	NA19025	0.4482758620689655	0.5517241379310345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG01886	HG01886	0.37894736842105264	0.6210526315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CEU	NA11830	NA11830	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.29	0.15	1
MSL	HG03072	HG03072	0.3846153846153846	0.6153846153846154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03711	HG03711	0.0	0.22666666666666668	0.29333333333333333	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	4
LWK	NA19037	NA19037	0.43902439024390244	0.43902439024390244	0.0	0.0	0.0	0.12195121951219513	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00110	HG00110	0.0	0.0	0.0	0.0	0.0	0.0	0.1954022988505747	0.17241379310344826	0.3103448275862069	0.0	0.3218390804597701	0.0	1
FIN	HG00190	HG00190	0.0	0.0	0.0	0.0	0.0	0.11235955056179776	0.0	0.1910112359550562	0.0	0.21348314606741572	0.29213483146067415	0.1910112359550562	1
JPT	NA18940	NA18940	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4
BEB	HG03914	HG03914	0.0	0.0	0.3194444444444445	0.0	0.2916666666666667	0.0	0.0	0.1388888888888889	0.25	0.0	0.0	0.0	4
ESN	HG02946	HG02946	0.23863636363636362	0.7613636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00269	HG00269	0.0	0.0	0.0	0.12087912087912087	0.0	0.0	0.0	0.14285714285714285	0.3296703296703296	0.0	0.1868131868131868	0.21978021978021975	1
TSI	NA20516	NA20516	0.0	0.0	0.0	0.12903225806451613	0.0	0.0	0.23655913978494625	0.0	0.0	0.0	0.44086021505376344	0.1935483870967742	1
MSL	HG03432	HG03432	0.38	0.5	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	2
LWK	NA19314	NA19314	0.4431818181818182	0.4431818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.11363636363636365	0.0	0.0	0.0	2
IBS	HG01536	HG01536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.21052631578947367	0.2894736842105263	1
ASW	NA19704	NA19704	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02661	HG02661	0.0	0.19047619047619047	0.0	0.0	0.0	0.0	0.4285714285714285	0.0	0.0	0.0	0.38095238095238093	0.0	4
CEU	NA11831	NA11831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1842105263157895	0.0	0.8157894736842105	0.0	1
CEU	NA06985	NA06985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32323232323232326	0.10101010101010102	0.3434343434343435	0.23232323232323235	1
IBS	HG01522	HG01522	0.0	0.0	0.0	0.0	0.0	0.12121212121212122	0.11111111111111112	0.26262626262626265	0.0	0.0	0.5050505050505051	0.0	1
KHV	HG01847	HG01847	0.0	0.12903225806451613	0.0	0.0	0.3118279569892473	0.12903225806451613	0.10752688172043012	0.0	0.0	0.3225806451612903	0.0	0.0	4
CHS	HG00448	HG00448	0.1764705882352941	0.0	0.0	0.0	0.18823529411764706	0.6352941176470588	0.0	0.0	0.0	0.0	0.0	0.0	4
CDX	HG01031	HG01031	0.0	0.0	0.0	0.0	0.8111111111111111	0.0	0.0	0.0	0.0	0.18888888888888888	0.0	0.0	4
KHV	HG01599	HG01599	0.0	0.0	0.0	0.0	0.0	0.25252525252525254	0.0	0.0	0.0	0.6161616161616161	0.13131313131313133	0.0	4
STU	HG03694	HG03694	0.0	0.18823529411764706	0.3176470588235294	0.0	0.2941176470588235	0.0	0.19999999999999998	0.0	0.0	0.0	0.0	0.0	4
LWK	NA19043	NA19043	0.32142857142857145	0.6785714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00108	HG00108	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.18	0.0	0.0	0.62	0.0	1
ASW	NA19920	NA19920	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
BEB	HG03922	HG03922	0.0	0.0	0.0	0.20224719101123595	0.0	0.0	0.0	0.0	0.6292134831460675	0.16853932584269662	0.0	0.0	4
ITU	HG03729	HG03729	0.0	0.0	0.0	0.0	0.0	0.23376623376623376	0.35064935064935066	0.1948051948051948	0.0	0.0	0.2207792207792208	0.0	4
CDX	HG01802	HG01802	0.0	0.0	0.0	0.0	0.619047619047619	0.38095238095238093	0.0	0.0	0.0	0.0	0.0	0.0	4
ESN	HG03099	HG03099	0.28395061728395066	0.7160493827160493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
JPT	NA18953	NA18953	0.0	0.0	0.0	0.0	0.28260869565217395	0.44565217391304346	0.0	0.0	0.0	0.27173913043478265	0.0	0.0	4
FIN	HG00185	HG00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1
CEU	NA07048	NA07048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	0.5555555555555556	0.16666666666666666	1
CHS	HG00458	HG00458	0.0	0.0	0.0	0.0	0.44791666666666663	0.38541666666666663	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	4
GWD	HG02574	HG02574	0.13	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
LWK	NA19027	NA19027	0.43209876543209874	0.40740740740740744	0.0	0.0	0.0	0.0	0.16049382716049385	0.0	0.0	0.0	0.0	0.0	2
STU	HG03691	HG03691	0.0	0.14666666666666667	0.14666666666666667	0.0	0.5333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.17333333333333334	4
YRI	NA18519	NA18519	0.30337078651685395	0.6966292134831461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02682	HG02682	0.0	0.16666666666666666	0.2976190476190476	0.0	0.0	0.0	0.3214285714285714	0.0	0.0	0.0	0.0	0.21428571428571425	4
CHS	HG00449	HG00449	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	4
TSI	NA20524	NA20524	0.0	0.0	0.0	0.0	0.0	0.0	0.42105263157894735	0.0	0.0	0.0	0.4473684210526316	0.13157894736842105	1
GBR	HG00114	HG00114	0.0	0.0	0.0	0.16666666666666669	0.0	0.0	0.0	0.0	0.0	0.13095238095238096	0.5119047619047619	0.1904761904761905	1
CHB	NA18534	NA18534	0.0	0.0	0.0	0.0	0.5578947368421053	0.0	0.0	0.0	0.0	0.4421052631578947	0.0	0.0	4
PJL	HG02597	HG02597	0.0	0.11956521739130435	0.1847826086956522	0.0	0.0	0.0	0.44565217391304346	0.0	0.14130434782608697	0.0	0.0	0.10869565217391305	4
TSI	NA20528	NA20528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20779220779220778	0.0	0.3766233766233766	0.16883116883116883	0.24675324675324675	1
GWD	HG02568	HG02568	0.59	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20508	NA20508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23529411764705882	0.0	0.41176470588235287	0.3529411764705882	1
GIH	NA20854	NA20854	0.0	0.0	0.3924050632911393	0.0	0.0	0.0	0.44303797468354433	0.0	0.0	0.0	0.16455696202531647	0.0	4
CEU	NA10847	NA10847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3118279569892473	0.0	0.41935483870967744	0.2688172043010753	1
LWK	NA19026	NA19026	0.3058823529411765	0.6941176470588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20519	NA20519	0.0	0.0	0.0	0.313953488372093	0.0	0.0	0.0	0.11627906976744187	0.0	0.0	0.32558139534883723	0.2441860465116279	1
FIN	HG00178	HG00178	0.0	0.0	0.0	0.2417582417582418	0.0	0.0	0.0	0.0	0.5604395604395604	0.0	0.19780219780219782	0.0	1
CHS	HG00403	HG00403	0.0	0.0	0.0	0.0	0.6707317073170732	0.0	0.0	0.0	0.0	0.32926829268292684	0.0	0.0	4
PJL	HG02681	HG02681	0.0	0.0	0.0	0.0	0.0	0.0	0.1948051948051948	0.0	0.40259740259740256	0.0	0.2207792207792208	0.18181818181818182	4
ACB	HG02013	HG02013	0.37078651685393255	0.6292134831460674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
