Dataset	Sample	SampleCode	Z_Africa1	Z_Africa2	Z_CentralAsia	Z_CentralEurope	Z_EastAsia	Z_FarEastAsia	Z_India	Z_NativeAmerica	Z_Scandinavia	Z_SouthEastAsia	Z_SouthEurope	Z_UK	Code
CEU	NA11829	NA11829	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.10989010989010989	0.2967032967032967	0.0	0.2857142857142857	0.15384615384615385	1
IBS	HG01512	HG01512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7790697674418604	0.2209302325581395	1
GBR	HG00112	HG00112	0.0	0.0	0.0	0.12658227848101267	0.0	0.0	0.0	0.0	0.22784810126582278	0.0	0.4430379746835443	0.20253164556962025	1
YRI	NA18499	NA18499	0.36781609195402293	0.632183908045977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GIH	NA20866	NA20866	0.0	0.0	0.3529411764705882	0.0	0.0	0.0	0.6470588235294118	0.0	0.0	0.0	0.0	0.0	4
KHV	HG01852	HG01852	0.0	0.0	0.0	0.0	0.5494505494505494	0.1758241758241758	0.0	0.0	0.0	0.2747252747252747	0.0	0.0	4
MSL	HG03086	HG03086	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03066	HG03066	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01851	HG01851	0.0	0.0	0.0	0.0	0.5326086956521738	0.1847826086956522	0.0	0.0	0.0	0.2826086956521739	0.0	0.0	4
TSI	NA20524	NA20524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.5142857142857142	0.2	1
BEB	HG03917	HG03917	0.0	0.0	0.23076923076923075	0.0	0.1692307692307692	0.0	0.4307692307692308	0.0	0.1692307692307692	0.0	0.0	0.0	4
CHB	NA18547	NA18547	0.0	0.0	0.0	0.0	0.5869565217391305	0.25	0.0	0.0	0.0	0.16304347826086954	0.0	0.0	4
CEU	NA11892	NA11892	0.0	0.0	0.0	0.11235955056179776	0.0	0.0	0.0	0.1348314606741573	0.22471910112359553	0.0	0.3595505617977528	0.16853932584269662	1
ITU	HG03771	HG03771	0.0	0.0	0.42592592592592593	0.0	0.0	0.0	0.5740740740740741	0.0	0.0	0.0	0.0	0.0	4
LWK	NA19043	NA19043	0.34146341463414637	0.6585365853658537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02941	HG02941	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
YRI	NA18486	NA18486	0.33720930232558144	0.6627906976744187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03376	HG03376	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG03108	HG03108	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00437	HG00437	0.0	0.0	0.0	0.0	0.568421052631579	0.23157894736842105	0.0	0.0	0.0	0.2	0.0	0.0	4
BEB	HG03905	HG03905	0.0	0.0	0.265625	0.0	0.0	0.0	0.40625	0.0	0.171875	0.0	0.15625	0.0	4
FIN	HG00273	HG00273	0.0	0.0	0.0	0.13253012048192772	0.0	0.0	0.0	0.0	0.43373493975903615	0.0	0.30120481927710846	0.13253012048192772	1
YRI	NA18864	NA18864	0.3522727272727273	0.6477272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03060	HG03060	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG01801	HG01801	0.0	0.0	0.0	0.0	0.5698924731182796	0.1935483870967742	0.0	0.0	0.0	0.23655913978494625	0.0	0.0	4
KHV	HG01850	HG01850	0.0	0.0	0.0	0.0	0.5	0.22222222222222224	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	4
LWK	NA19310	NA19310	0.34939759036144574	0.6506024096385542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00446	HG00446	0.0	0.0	0.0	0.0	0.5869565217391305	0.1956521739130435	0.0	0.0	0.0	0.2173913043478261	0.0	0.0	4
ACB	HG01879	HG01879	0.38888888888888895	0.6111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GIH	NA20849	NA20849	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4
CEU	NA10851	NA10851	0.0	0.0	0.0	0.15476190476190477	0.0	0.0	0.0	0.0	0.30952380952380953	0.0	0.36904761904761907	0.16666666666666669	1
YRI	NA18505	NA18505	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GWD	HG02586	HG02586	0.33720930232558144	0.6627906976744187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19712	NA19712	0.34210526315789475	0.6578947368421053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01598	HG01598	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.57	0.0	0.0	4
LWK	NA19037	NA19037	0.3780487804878048	0.6219512195121951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG03099	HG03099	0.3258426966292135	0.6741573033707866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19711	NA19711	0.3375	0.6625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01599	HG01599	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.73	0.0	0.0	4
ASW	NA19701	NA19701	0.36000000000000004	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03072	HG03072	0.34831460674157305	0.651685393258427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
BEB	HG03919	HG03919	0.0	0.0	0.39215686274509803	0.0	0.0	0.0	0.6078431372549019	0.0	0.0	0.0	0.0	0.0	4
STU	HG03686	HG03686	0.0	0.0	0.28169014084507044	0.0	0.1971830985915493	0.0	0.5211267605633803	0.0	0.0	0.0	0.0	0.0	4
BEB	HG03937	HG03937	0.0	0.0	0.3064516129032258	0.0	0.22580645161290325	0.0	0.46774193548387094	0.0	0.0	0.0	0.0	0.0	4
BEB	HG03916	HG03916	0.0	0.0	0.3492063492063492	0.0	0.1746031746031746	0.0	0.47619047619047616	0.0	0.0	0.0	0.0	0.0	4
ACB	HG01990	HG01990	0.31764705882352945	0.6823529411764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
LWK	NA19028	NA19028	0.3658536585365853	0.6341463414634146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GIH	NA20850	NA20850	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4
GWD	HG02613	HG02613	0.3529411764705882	0.6470588235294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ESN	HG02944	HG02944	0.36046511627906974	0.6395348837209303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ACB	HG01912	HG01912	0.37349397590361444	0.6265060240963856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ITU	HG03729	HG03729	0.0	0.0	0.28	0.0	0.16000000000000003	0.0	0.4133333333333334	0.0	0.1466666666666667	0.0	0.0	0.0	4
KHV	HG01841	HG01841	0.0	0.0	0.0	0.0	0.5227272727272727	0.1931818181818182	0.0	0.0	0.0	0.2840909090909091	0.0	0.0	4
MSL	HG03091	HG03091	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00269	HG00269	0.0	0.0	0.0	0.19117647058823528	0.0	0.0	0.0	0.0	0.5882352941176471	0.0	0.2205882352941176	0.0	1
TSI	NA20505	NA20505	0.0	0.0	0.0	0.17500000000000002	0.0	0.0	0.0	0.0	0.19999999999999998	0.0	0.44999999999999996	0.17500000000000002	1
YRI	NA18522	NA18522	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02661	HG02661	0.0	0.0	0.37931034482758624	0.0	0.0	0.0	0.4310344827586207	0.0	0.0	0.0	0.18965517241379312	0.0	4
MSL	HG03069	HG03069	0.3636363636363636	0.6363636363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
IBS	HG01527	HG01527	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.4266666666666667	0.14666666666666667	1
ASW	NA19900	NA19900	0.35211267605633806	0.647887323943662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG01804	HG01804	0.0	0.0	0.0	0.0	0.5842696629213483	0.15730337078651688	0.0	0.0	0.0	0.25842696629213485	0.0	0.0	4
CEU	NA07051	NA07051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31506849315068497	0.0	0.4383561643835617	0.2465753424657534	1
TSI	NA20509	NA20509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16883116883116883	0.15584415584415584	0.0	0.5064935064935066	0.16883116883116883	1
MSL	HG03401	HG03401	0.32183908045977017	0.6781609195402298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG00978	HG00978	0.0	0.0	0.0	0.0	0.5384615384615384	0.1758241758241758	0.0	0.0	0.0	0.2857142857142857	0.0	0.0	4
JPT	NA18939	NA18939	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4
ITU	HG03777	HG03777	0.0	0.0	0.34375	0.0	0.15625	0.0	0.5	0.0	0.0	0.0	0.0	0.0	4
ASW	NA19819	NA19819	0.30882352941176466	0.47058823529411764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2205882352941176	0.0	2
ESN	HG02946	HG02946	0.33720930232558144	0.6627906976744187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG01802	HG01802	0.0	0.0	0.0	0.0	0.5108695652173912	0.1847826086956522	0.0	0.0	0.0	0.30434782608695654	0.0	0.0	4
ASW	NA19908	NA19908	0.36249999999999993	0.6375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
TSI	NA20504	NA20504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7017543859649122	0.2982456140350877	1
YRI	NA18517	NA18517	0.33333333333333337	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
JPT	NA18947	NA18947	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	4
ACB	HG02012	HG02012	0.3783783783783784	0.6216216216216216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02597	HG02597	0.0	0.0	0.19444444444444445	0.0	0.0	0.0	0.41666666666666663	0.0	0.15277777777777776	0.0	0.2361111111111111	0.0	4
MSL	HG03432	HG03432	0.3563218390804597	0.6436781609195402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GIH	NA20852	NA20852	0.0	0.0	0.23404255319148937	0.0	0.0	0.0	0.6276595744680851	0.0	0.0	0.0	0.13829787234042554	0.0	4
IBS	HG01504	HG01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1
TSI	NA20514	NA20514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2191780821917808	0.0	0.547945205479452	0.2328767123287671	1
GIH	NA20853	NA20853	0.0	0.0	0.40816326530612246	0.0	0.0	0.0	0.5918367346938775	0.0	0.0	0.0	0.0	0.0	4
LWK	NA19019	NA19019	0.3571428571428571	0.6428571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00419	HG00419	0.0	0.0	0.0	0.0	0.5698924731182796	0.1935483870967742	0.0	0.0	0.0	0.23655913978494625	0.0	0.0	4
PJL	HG02603	HG02603	0.0	0.0	0.29508196721311475	0.0	0.0	0.0	0.4918032786885246	0.0	0.0	0.0	0.21311475409836067	0.0	4
ASW	NA19913	NA19913	0.323943661971831	0.676056338028169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
STU	HG03646	HG03646	0.0	0.0	0.3859649122807018	0.0	0.0	0.0	0.6140350877192983	0.0	0.0	0.0	0.0	0.0	4
ESN	HG02981	HG02981	0.34883720930232553	0.6511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CHS	HG00442	HG00442	0.0	0.0	0.0	0.0	0.6170212765957447	0.18085106382978725	0.0	0.0	0.0	0.2021276595744681	0.0	0.0	4
STU	HG03691	HG03691	0.0	0.0	0.29508196721311475	0.0	0.19672131147540983	0.0	0.5081967213114754	0.0	0.0	0.0	0.0	0.0	4
IBS	HG01522	HG01522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15555555555555556	0.16666666666666666	0.0	0.5	0.17777777777777778	1
IBS	HG01537	HG01537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14634146341463414	0.21951219512195122	0.0	0.475609756097561	0.15853658536585366	1
ASW	NA19703	NA19703	0.3424657534246575	0.6575342465753424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
PJL	HG02681	HG02681	0.0	0.0	0.288135593220339	0.0	0.0	0.0	0.4915254237288135	0.0	0.0	0.0	0.22033898305084748	0.0	4
GBR	HG00120	HG00120	0.0	0.0	0.12987012987012986	0.0	0.0	0.0	0.0	0.0	0.2337662337662337	0.0	0.42857142857142855	0.20779220779220775	1
YRI	NA18856	NA18856	0.3522727272727273	0.6477272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
MSL	HG03439	HG03439	0.3111111111111111	0.6888888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CDX	HG01031	HG01031	0.0	0.0	0.0	0.0	0.532608695652174	0.1956521739130435	0.0	0.0	0.0	0.27173913043478265	0.0	0.0	4
CHS	HG00451	HG00451	0.0	0.0	0.0	0.0	0.5591397849462366	0.20430107526881722	0.0	0.0	0.0	0.23655913978494625	0.0	0.0	4
TSI	NA20510	NA20510	0.0	0.0	0.12195121951219513	0.0	0.0	0.0	0.0	0.15853658536585366	0.18292682926829268	0.0	0.41463414634146345	0.12195121951219513	1
ESN	HG02979	HG02979	0.3522727272727273	0.6477272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
CEU	NA07357	NA07357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2876712328767123	0.0	0.4931506849315068	0.21917808219178084	1
TSI	NA20519	NA20519	0.0	0.0	0.0	0.11764705882352942	0.0	0.0	0.0	0.11764705882352942	0.17647058823529413	0.0	0.4117647058823529	0.17647058823529413	1
ITU	HG03727	HG03727	0.0	0.0	0.3088235294117647	0.0	0.0	0.0	0.5294117647058824	0.0	0.0	0.0	0.16176470588235295	0.0	4
PJL	HG02493	HG02493	0.0	0.0	0.2807017543859649	0.0	0.0	0.0	0.47368421052631576	0.0	0.0	0.0	0.24561403508771928	0.0	4
ASW	NA19835	NA19835	0.3108108108108108	0.5405405405405406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14864864864864866	0.0	2
MSL	HG03095	HG03095	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
IBS	HG01518	HG01518	0.0	0.0	0.10416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8958333333333334	0.0	1
ACB	HG01894	HG01894	0.3466666666666667	0.6533333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
IBS	HG01503	HG01503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1686746987951807	0.18072289156626503	0.0	0.4698795180722891	0.18072289156626503	1
JPT	NA18948	NA18948	0.0	0.0	0.0	0.0	0.66	0.34	0.0	0.0	0.0	0.0	0.0	0.0	4
PJL	HG02655	HG02655	0.0	0.0	0.2647058823529411	0.0	0.0	0.0	0.39705882352941174	0.14705882352941177	0.0	0.0	0.19117647058823528	0.0	4
TSI	NA20518	NA20518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14634146341463414	0.2073170731707317	0.0	0.4390243902439024	0.2073170731707317	1
GBR	HG00115	HG00115	0.0	0.0	0.0	0.12048192771084337	0.0	0.0	0.0	0.0	0.2289156626506024	0.0	0.4819277108433735	0.1686746987951807	1
GIH	NA20867	NA20867	0.0	0.0	0.35	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	4
LWK	NA19025	NA19025	0.369047619047619	0.6309523809523809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
LWK	NA19308	NA19308	0.36144578313253006	0.6385542168674698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
GBR	HG00109	HG00109	0.0	0.0	0.1098901098901099	0.0	0.0	0.0	0.0	0.0	0.14285714285714288	0.0	0.5494505494505495	0.19780219780219782	1
ITU	HG03780	HG03780	0.0	0.0	0.3013698630136986	0.0	0.13698630136986303	0.0	0.3972602739726027	0.0	0.0	0.0	0.1643835616438356	0.0	4
FIN	HG00271	HG00271	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.5555555555555556	0.0	0.2777777777777778	0.0	1
MSL	HG03225	HG03225	0.3370786516853933	0.6629213483146068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
ASW	NA19916	NA19916	0.3291139240506329	0.6708860759493671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
KHV	HG01600	HG01600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4
STU	HG03692	HG03692	0.0	0.0	0.2985074626865672	0.0	0.22388059701492538	0.0	0.4776119402985075	0.0	0.0	0.0	0.0	0.0	4
ITU	HG03714	HG03714	0.0	0.0	0.2465753424657534	0.0	0.1643835616438356	0.0	0.3972602739726027	0.0	0.0	0.0	0.19178082191780824	0.0	4
CHB	NA18553	NA18553	0.0	0.0	0.0	0.0	0.5913978494623657	0.21505376344086025	0.0	0.0	0.0	0.1935483870967742	0.0	0.0	4
JPT	NA18963	NA18963	0.0	0.0	0.0	0.0	0.6428571428571428	0.3571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	4
CHS	HG00448	HG00448	0.0	0.0	0.0	0.0	0.5730337078651685	0.23595505617977527	0.0	0.0	0.0	0.1910112359550562	0.0	0.0	4
CDX	HG01029	HG01029	0.0	0.0	0.0	0.0	0.5698924731182796	0.20430107526881722	0.0	0.0	0.0	0.22580645161290322	0.0	0.0	4
KHV	HG01860	HG01860	0.0	0.0	0.0	0.0	0.5909090909090909	0.15909090909090912	0.0	0.0	0.0	0.25	0.0	0.0	4
BEB	HG03934	HG03934	0.0	0.0	0.26229508196721313	0.0	0.2459016393442623	0.0	0.4918032786885246	0.0	0.0	0.0	0.0	0.0	4
JPT	NA18943	NA18943	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4
KHV	HG01846	HG01846	0.0	0.0	0.0	0.0	0.5340909090909091	0.18181818181818182	0.0	0.0	0.0	0.2840909090909091	0.0	0.0	4
MSL	HG03437	HG03437	0.34883720930232553	0.6511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
FIN	HG00177	HG00177	0.0	0.0	0.0	0.22916666666666669	0.0	0.0	0.0	0.0	0.7708333333333334	0.0	0.0	0.0	1
KHV	HG01849	HG01849	0.0	0.0	0.0	0.0	0.5444444444444445	0.22222222222222227	0.0	0.0	0.0	0.23333333333333334	0.0	0.0	4
CEU	NA07347	NA07347	0.0	0.0	0.0	0.12345679012345678	0.0	0.0	0.0	0.0	0.2345679012345679	0.0	0.3950617283950617	0.24691358024691357	1
YRI	NA18498	NA18498	0.34090909090909094	0.6590909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
